hero_id,section,item,rate
49,late,monkey_king_bar,2.6
49,late,black_king_bar,1.1
49,late,aghanims_shard,0.28
49,late,ghost,0.11
49,late,platemail,2.1
49,late,buckler,1.93
49,late,assault,2.21
49,late,blink,2.15
49,late,mjollnir,0.22
49,late,shadow_amulet,0.94
49,late,invis_sword,1.1
49,late,broadsword,0.83
49,late,dust,0.22
49,late,moon_shard,2.04
49,late,ring_of_tarrasque,0.88
49,late,tiara_of_selemene,0.94
49,late,refresher,0.77
49,late,boots,0.77
49,late,maelstrom,0.17
49,late,gloves,0.22
49,late,talisman_of_evasion,0.5
49,late,butterfly,0.5
49,late,vitality_booster,0.06
49,late,energy_booster,0.06
49,late,soul_booster,0.06
49,late,octarine_core,0.06
49,late,mystic_staff,0.11
49,late,sheepstick,0.11
49,late,silver_edge,1.22
49,late,chainmail,0.06
49,late,blade_mail,0.06
49,late,ultimate_scepter,1.49
49,late,ultimate_scepter_2,1.22
49,late,boots_of_elves,0.88
49,late,yasha,0.94
49,late,ring_of_health,0.61
49,late,pers,0.61
49,late,void_stone,0.61
49,late,sphere,0.61
49,late,heart,0.11
49,late,ward_sentry,0.22
49,late,manta,0.11
49,late,magic_stick,0.06
49,late,branches,0.11
49,late,magic_wand,0.06
49,late,clarity,0.77
49,late,ward_observer,0.06
49,late,rapier,0.66
49,late,diadem,0.11
49,late,phylactery,0.06
49,late,angels_demise,0.06
49,late,basher,0.06
49,late,mask_of_madness,0.17
49,late,enchanted_mango,0.33
49,late,travel_boots,0.28
49,late,travel_boots_2,0.17
49,late,hand_of_midas,0.06
49,late,mantle,0.22
49,late,circlet,0.06
49,late,gauntlets,0.06
49,late,bracer,0.06
100,starting,tango,98.06
100,starting,blood_grenade,91.63
100,starting,magic_stick,38.11
100,starting,ward_sentry,55.22
100,starting,enchanted_mango,8.25
100,starting,boots,5.52
100,starting,wind_lace,20.39
100,starting,branches,82.83
100,starting,smoke_of_deceit,37.14
100,starting,faerie_fire,34.22
100,starting,quelling_blade,3.4
100,starting,ward_observer,13.35
100,starting,gauntlets,6.01
100,starting,circlet,22.27
100,starting,ring_of_protection,1.27
100,starting,orb_of_venom,2.31
100,starting,clarity,2.97
100,starting,dust,0.12
100,starting,flask,3.46
100,starting,sobi_mask,0.49
100,starting,magic_wand,0.36
100,starting,blight_stone,0.42
100,starting,ring_of_basilius,0.06
100,starting,fluffy_hat,0.18
100,starting,ring_of_regen,0.24
100,starting,bracer,0.06
100,early,boots,95.39
100,early,ward_observer,209.04
100,early,sobi_mask,16.26
100,early,ring_of_basilius,14.75
100,early,infused_raindrop,25.85
100,early,blood_grenade,104.25
100,early,arcane_boots,11.04
100,early,branches,33.43
100,early,magic_wand,73.67
100,early,ward_sentry,327.31
100,early,flask,55.4
100,early,tango,88.53
100,early,magic_stick,53.52
100,early,smoke_of_deceit,75.91
100,early,clarity,106.86
100,early,dust,23.73
100,early,ring_of_regen,33.25
100,early,tranquil_boots,31.07
100,early,enchanted_mango,34.34
100,early,wind_lace,48.36
100,early,tpscroll,65.72
100,early,bottle,2.43
100,early,chainmail,9.28
100,early,blades_of_attack,9.28
100,early,phase_boots,7.28
100,early,blink,1.58
100,early,faerie_fire,2.37
100,early,blight_stone,1.09
100,early,bracer,31.19
100,early,staff_of_wizardry,0.49
100,early,fluffy_hat,13.71
100,early,ring_of_protection,10.86
100,early,gloves,1.03
100,early,orb_of_corrosion,0.3
100,early,belt_of_strength,3.7
100,early,robe,1.64
100,early,ancient_janggo,0.49
100,early,circlet,21.12
100,early,gauntlets,29.07
100,early,mantle,0.67
100,early,null_talisman,0.61
100,early,orb_of_venom,0.67
100,early,hand_of_midas,0.18
100,early,great_famango,0.61
100,early,cloak,0.24
100,early,shadow_amulet,0.06
100,early,energy_booster,3.22
100,early,headdress,0.18
100,early,urn_of_shadows,0.49
100,early,quelling_blade,2.12
100,early,buckler,0.24
100,early,lifesteal,0.18
100,early,soul_ring,0.36
100,early,falcon_blade,0.42
100,early,ogre_axe,0.3
100,early,slippers,0.12
100,early,wraith_band,0.12
100,early,point_booster,0.18
100,early,pavise,1.46
100,early,crown,1.09
100,early,solar_crest,0.06
100,early,blitz_knuckles,0.12
100,early,vladmir,0.06
100,early,vitality_booster,0.06
100,early,void_stone,0.06
100,early,mithril_hammer,0.3
100,early,power_treads,0.3
100,early,cornucopia,0.06
100,early,helm_of_iron_will,0.18
100,early,armlet,0.12
100,early,broadsword,0.06
100,mid,ward_observer,437.68
100,mid,ward_sentry,728.94
100,mid,smoke_of_deceit,151.52
100,mid,blink,54.67
100,mid,diadem,0.24
100,mid,voodoo_mask,0.12
100,mid,dagon,0.06
100,mid,wind_lace,55.34
100,mid,dust,107.83
100,mid,belt_of_strength,10.62
100,mid,robe,11.53
100,mid,clarity,56.19
100,mid,ancient_janggo,11.47
100,mid,tpscroll,107.22
100,mid,boots_of_bearing,1.27
100,mid,void_stone,8.37
100,mid,cyclone,3.22
100,mid,staff_of_wizardry,22.94
100,mid,great_famango,26.33
100,mid,point_booster,16.5
100,mid,ogre_axe,18.08
100,mid,blade_of_alacrity,11.47
100,mid,ultimate_scepter,9.71
100,mid,tranquil_boots,12.14
100,mid,branches,8.5
100,mid,magic_wand,11.41
100,mid,circlet,21.3
100,mid,gauntlets,22.33
100,mid,bracer,25.55
100,mid,energy_booster,48.67
100,mid,aether_lens,1.82
100,mid,tiara_of_selemene,0.73
100,mid,vitality_booster,2.0
100,mid,soul_booster,0.79
100,mid,octarine_core,0.55
100,mid,blood_grenade,14.75
100,mid,arcane_boots,6.67
100,mid,ring_of_regen,12.56
100,mid,sobi_mask,10.07
100,mid,ring_of_basilius,9.71
100,mid,headdress,1.7
100,mid,chainmail,6.37
100,mid,mekansm,0.97
100,mid,ring_of_protection,46.3
100,mid,buckler,6.31
100,mid,boots,1.58
100,mid,magic_stick,3.34
100,mid,fluffy_hat,45.45
100,mid,force_staff,5.76
100,mid,ghost,2.06
100,mid,pavise,46.18
100,mid,crown,45.45
100,mid,solar_crest,43.39
100,mid,gem,11.1
100,mid,blades_of_attack,11.04
100,mid,phase_boots,6.37
100,mid,aghanims_shard,6.67
100,mid,glimmer_cape,2.79
100,mid,mantle,0.97
100,mid,null_talisman,0.91
100,mid,enchanted_mango,8.13
100,mid,guardian_greaves,0.42
100,mid,infused_raindrop,3.16
100,mid,greater_famango,3.94
100,mid,platemail,1.94
100,mid,ring_of_health,2.67
100,mid,pers,1.94
100,mid,vanguard,0.49
100,mid,flask,2.06
100,mid,lifesteal,5.16
100,mid,vladmir,4.79
100,mid,shadow_amulet,3.46
100,mid,cloak,4.0
100,mid,spirit_vessel,0.73
100,mid,quelling_blade,0.91
100,mid,mithril_hammer,3.82
100,mid,desolator,1.33
100,mid,broadsword,1.21
100,mid,blitz_knuckles,0.61
100,mid,invis_sword,0.42
100,mid,demon_edge,0.12
100,mid,claymore,0.24
100,mid,lesser_crit,0.12
100,mid,lotus_orb,1.09
100,mid,blight_stone,1.27
100,mid,ring_of_tarrasque,0.79
100,mid,pipe,0.73
100,mid,black_king_bar,1.09
100,mid,gloves,0.91
100,mid,hand_of_midas,0.42
100,mid,echo_sabre,0.24
100,mid,oblivion_staff,0.24
100,mid,cornucopia,0.18
100,mid,helm_of_iron_will,0.55
100,mid,crimson_guard,0.36
100,mid,tango,0.79
100,mid,urn_of_shadows,0.3
100,mid,blade_mail,0.49
100,mid,bottle,0.12
100,mid,orchid,0.12
100,mid,falcon_blade,0.3
100,mid,talisman_of_evasion,0.06
100,mid,power_treads,0.3
100,mid,faerie_fire,0.49
100,mid,reaver,0.06
100,mid,satanic,0.06
100,mid,boots_of_elves,0.06
100,mid,yasha,0.06
100,mid,bfury,0.06
100,mid,harpoon,0.12
100,mid,silver_edge,0.06
100,mid,hyperstone,0.06
100,mid,orb_of_corrosion,0.12
100,mid,holy_locket,0.06
100,mid,orb_of_venom,0.12
100,mid,sange,0.18
100,mid,kaya,0.06
100,mid,meteor_hammer,0.06
100,mid,ultimate_orb,0.06
100,late,tpscroll,11.53
100,late,ward_sentry,111.47
100,late,ward_observer,70.63
100,late,ogre_axe,8.19
100,late,platemail,1.15
100,late,gem,4.19
100,late,dust,20.75
100,late,smoke_of_deceit,21.24
100,late,ring_of_health,1.64
100,late,pers,1.4
100,late,void_stone,3.58
100,late,energy_booster,3.09
100,late,lotus_orb,1.4
100,late,clarity,5.95
100,late,ring_of_protection,2.25
100,late,buckler,1.94
100,late,sobi_mask,2.25
100,late,ring_of_basilius,2.0
100,late,lifesteal,1.94
100,late,vladmir,2.0
100,late,blades_of_attack,2.18
100,late,aghanims_shard,0.67
100,late,staff_of_wizardry,9.47
100,late,great_famango,7.34
100,late,vitality_booster,0.55
100,late,soul_booster,0.18
100,late,point_booster,5.16
100,late,crown,0.42
100,late,wind_lace,2.12
100,late,solar_crest,0.49
100,late,aether_lens,0.97
100,late,shadow_amulet,0.12
100,late,blade_of_alacrity,6.25
100,late,ultimate_scepter,6.25
100,late,boots,0.85
100,late,chainmail,0.42
100,late,phase_boots,0.24
100,late,boots_of_bearing,1.76
100,late,mithril_hammer,2.61
100,late,black_king_bar,1.94
100,late,blink,3.82
100,late,fluffy_hat,1.82
100,late,force_staff,1.64
100,late,mystic_staff,0.3
100,late,tiara_of_selemene,0.36
100,late,sheepstick,0.12
100,late,cyclone,1.27
100,late,pavise,0.12
100,late,ghost,0.97
100,late,ring_of_regen,0.67
100,late,headdress,0.18
100,late,mekansm,0.12
100,late,greater_famango,2.12
100,late,enchanted_mango,0.79
100,late,tranquil_boots,0.49
100,late,flask,0.42
100,late,assault,0.06
100,late,hyperstone,0.06
100,late,ultimate_orb,0.06
100,late,infused_raindrop,0.06
100,late,desolator,0.24
100,late,blight_stone,0.3
100,late,belt_of_strength,0.91
100,late,sange,0.36
100,late,talisman_of_evasion,0.24
100,late,heavens_halberd,0.3
100,late,ring_of_tarrasque,0.12
100,late,heart,0.06
100,late,reaver,0.06
100,late,circlet,0.36
100,late,gauntlets,0.3
100,late,bracer,0.3
100,late,robe,0.49
100,late,ancient_janggo,0.49
100,late,octarine_core,0.18
100,late,broadsword,0.18
100,late,echo_sabre,0.06
100,late,arcane_boots,0.24
100,late,aeon_disk,0.36
100,late,crimson_guard,0.06
100,late,gloves,0.12
100,late,hand_of_midas,0.12
100,late,quelling_blade,0.06
100,late,blade_mail,0.12
100,late,blood_grenade,0.18
100,late,guardian_greaves,0.06
100,late,helm_of_iron_will,0.18
100,late,veil_of_discord,0.06
100,late,slippers,0.06
100,late,wraith_band,0.06
100,late,branches,0.24
100,late,faerie_fire,0.06
100,late,pipe,0.12
100,late,relic,0.12
100,late,nullifier,0.12
100,late,glimmer_cape,0.06
100,late,wind_waker,0.12
100,late,magic_wand,0.12
100,late,ultimate_scepter_2,0.06
100,late,urn_of_shadows,0.12
42,starting,quelling_blade,97.05
42,starting,circlet,77.55
42,starting,tango,96.6
42,starting,branches,91.84
42,starting,slippers,13.38
42,starting,magic_stick,24.49
42,starting,faerie_fire,10.43
42,starting,gauntlets,68.03
42,starting,blood_grenade,0.68
42,starting,enchanted_mango,4.08
42,starting,wraith_band,0.23
42,starting,magic_wand,1.13
42,starting,bracer,0.68
42,starting,blight_stone,0.23
42,starting,flask,0.91
42,starting,ward_sentry,0.23
42,starting,ring_of_protection,0.23
42,early,magic_stick,53.97
42,early,magic_wand,51.93
42,early,boots,100.45
42,early,chainmail,98.19
42,early,blades_of_attack,175.06
42,early,phase_boots,96.15
42,early,wraith_band,19.05
42,early,gloves,85.94
42,early,helm_of_iron_will,76.64
42,early,infused_raindrop,3.63
42,early,circlet,11.34
42,early,bracer,63.04
42,early,tango,14.97
42,early,armlet,50.34
42,early,gauntlets,7.26
42,early,ward_sentry,5.67
42,early,ward_observer,3.85
42,early,branches,26.08
42,early,relic,3.17
42,early,great_famango,0.45
42,early,hand_of_midas,2.04
42,early,sobi_mask,0.45
42,early,blood_grenade,1.13
42,early,flask,4.31
42,early,ring_of_basilius,0.23
42,early,arcane_boots,0.23
42,early,belt_of_strength,0.91
42,early,wind_lace,2.04
42,early,tpscroll,7.26
42,early,smoke_of_deceit,2.27
42,early,quelling_blade,0.68
42,early,mithril_hammer,6.12
42,early,blight_stone,12.47
42,early,dust,0.23
42,early,power_treads,0.68
42,early,slippers,6.12
42,early,blitz_knuckles,0.45
42,early,clarity,1.81
42,early,claymore,0.23
42,early,broadsword,0.68
42,early,faerie_fire,2.04
42,early,enchanted_mango,1.13
42,early,ring_of_health,0.23
42,early,vitality_booster,0.23
42,early,vanguard,0.23
42,early,oblivion_staff,0.23
42,early,robe,0.23
42,early,cornucopia,0.23
42,early,orchid,0.23
42,early,javelin,0.23
42,early,maelstrom,0.23
42,early,ring_of_regen,0.23
42,early,tranquil_boots,0.23
42,early,fluffy_hat,0.23
42,early,energy_booster,0.23
42,early,ring_of_protection,0.23
42,early,soul_ring,0.23
42,early,lifesteal,0.23
42,early,mask_of_madness,0.23
42,mid,helm_of_iron_will,13.61
42,mid,gloves,10.2
42,mid,blades_of_attack,15.87
42,mid,armlet,37.64
42,mid,mithril_hammer,130.61
42,mid,desolator,53.29
42,mid,blight_stone,42.86
42,mid,blink,69.16
42,mid,ogre_axe,36.05
42,mid,black_king_bar,14.06
42,mid,tpscroll,104.76
42,mid,relic,41.95
42,mid,radiance,42.18
42,mid,talisman_of_evasion,43.08
42,mid,hyperstone,44.44
42,mid,ring_of_protection,36.73
42,mid,buckler,35.15
42,mid,aghanims_shard,16.55
42,mid,platemail,35.37
42,mid,assault,29.48
42,mid,dust,6.35
42,mid,gem,0.68
42,mid,blade_of_alacrity,13.83
42,mid,boots_of_elves,10.66
42,mid,yasha,10.2
42,mid,belt_of_strength,19.73
42,mid,sange,10.88
42,mid,sange_and_yasha,9.52
42,mid,magic_wand,6.35
42,mid,great_famango,4.54
42,mid,chainmail,7.03
42,mid,phase_boots,2.27
42,mid,moon_shard,0.23
42,mid,eagle,0.68
42,mid,point_booster,5.22
42,mid,staff_of_wizardry,3.85
42,mid,robe,3.85
42,mid,ancient_janggo,0.45
42,mid,ring_of_regen,0.91
42,mid,headdress,0.68
42,mid,ward_sentry,5.9
42,mid,ward_observer,3.4
42,mid,mekansm,0.23
42,mid,ultimate_scepter,2.49
42,mid,boots,1.13
42,mid,wind_lace,0.91
42,mid,tranquil_boots,0.23
42,mid,boots_of_bearing,0.23
42,mid,javelin,12.02
42,mid,maelstrom,1.59
42,mid,mjollnir,1.13
42,mid,demon_edge,15.19
42,mid,blitz_knuckles,21.54
42,mid,monkey_king_bar,5.44
42,mid,bracer,0.91
42,mid,magic_stick,1.81
42,mid,branches,4.76
42,mid,shadow_amulet,9.07
42,mid,broadsword,17.46
42,mid,invis_sword,8.84
42,mid,void_stone,2.72
42,mid,echo_sabre,2.72
42,mid,claymore,1.59
42,mid,lesser_crit,1.59
42,mid,diadem,2.49
42,mid,phylactery,0.68
42,mid,angels_demise,0.68
42,mid,smoke_of_deceit,2.04
42,mid,quelling_blade,0.23
42,mid,blade_mail,5.22
42,mid,basher,7.26
42,mid,ring_of_health,1.59
42,mid,heavens_halberd,0.68
42,mid,sobi_mask,3.63
42,mid,oblivion_staff,3.4
42,mid,cornucopia,3.4
42,mid,orchid,3.17
42,mid,clarity,2.27
42,mid,manta,0.23
42,mid,cloak,0.68
42,mid,ring_of_tarrasque,0.45
42,mid,pipe,0.45
42,mid,harpoon,1.59
42,mid,silver_edge,5.67
42,mid,power_treads,0.23
42,mid,hand_of_midas,1.13
42,mid,vitality_booster,1.36
42,mid,vanguard,1.13
42,mid,crimson_guard,0.23
42,mid,greater_crit,0.23
42,mid,bfury,0.23
42,mid,rapier,1.59
42,mid,circlet,0.45
42,mid,slippers,0.23
42,mid,wraith_band,0.45
42,mid,ultimate_orb,0.68
42,mid,skadi,0.68
42,mid,bloodthorn,1.59
42,mid,crown,0.45
42,mid,veil_of_discord,0.23
42,mid,shivas_guard,0.23
42,mid,nullifier,0.91
42,mid,rod_of_atos,0.23
42,mid,gungir,0.23
42,mid,enchanted_mango,1.13
42,mid,greater_famango,0.68
42,mid,faerie_fire,0.23
42,mid,pavise,0.23
42,mid,solar_crest,0.23
42,mid,ring_of_basilius,0.23
42,mid,lifesteal,0.23
42,mid,vladmir,0.23
42,mid,flask,0.45
42,mid,fluffy_hat,0.23
42,mid,force_staff,0.23
42,mid,swift_blink,0.23
42,mid,reaver,0.45
42,mid,overwhelming_blink,0.45
42,mid,abyssal_blade,0.45
42,late,relic,0.45
42,late,mithril_hammer,2.27
42,late,belt_of_strength,1.36
42,late,basher,1.59
42,late,tpscroll,4.08
42,late,swift_blink,0.91
42,late,monkey_king_bar,1.13
42,late,eagle,0.68
42,late,javelin,1.36
42,late,blitz_knuckles,1.36
42,late,dust,0.23
42,late,ring_of_health,0.45
42,late,vanguard,0.45
42,late,vitality_booster,0.45
42,late,abyssal_blade,0.68
42,late,ring_of_protection,0.68
42,late,buckler,0.68
42,late,hyperstone,0.91
42,late,assault,1.81
42,late,platemail,1.13
42,late,aghanims_shard,0.68
42,late,demon_edge,0.91
42,late,silver_edge,0.23
42,late,ogre_axe,1.59
42,late,black_king_bar,0.45
42,late,overwhelming_blink,0.45
42,late,reaver,0.68
42,late,staff_of_wizardry,1.36
42,late,blade_of_alacrity,1.13
42,late,ultimate_scepter,1.36
42,late,point_booster,1.36
42,late,helm_of_iron_will,0.45
42,late,nullifier,0.45
42,late,ultimate_scepter_2,0.68
42,late,cloak,0.23
42,late,blink,0.23
42,late,flask,0.23
42,late,great_famango,0.23
42,late,bloodthorn,0.45
42,late,sobi_mask,0.45
42,late,oblivion_staff,0.45
42,late,robe,0.45
42,late,cornucopia,0.45
42,late,orchid,0.23
42,late,boots,0.23
42,late,travel_boots,0.23
42,late,travel_boots_2,0.23
42,late,chainmail,0.23
42,late,witch_blade,0.23
42,late,ring_of_tarrasque,0.23
14,starting,boots,13.3
14,starting,blood_grenade,63.1
14,starting,ward_sentry,22.69
14,starting,ward_observer,31.03
14,starting,tango,84.49
14,starting,wind_lace,33.9
14,starting,faerie_fire,11.08
14,starting,enchanted_mango,33.38
14,starting,clarity,24.05
14,starting,smoke_of_deceit,15.91
14,starting,circlet,23.14
14,starting,quelling_blade,11.21
14,starting,branches,56.98
14,starting,gauntlets,28.94
14,starting,magic_stick,12.32
14,starting,sobi_mask,6.71
14,starting,ring_of_protection,2.8
14,starting,flask,1.69
14,starting,ring_of_regen,0.52
14,starting,orb_of_venom,0.85
14,starting,bracer,1.69
14,starting,ring_of_basilius,1.17
14,starting,null_talisman,0.07
14,starting,dust,0.2
14,starting,magic_wand,0.72
14,starting,mantle,0.13
14,early,ward_sentry,173.08
14,early,smoke_of_deceit,62.19
14,early,fluffy_hat,5.28
14,early,ring_of_protection,8.28
14,early,urn_of_shadows,3.78
14,early,sobi_mask,23.34
14,early,tpscroll,42.05
14,early,chainmail,29.86
14,early,wind_lace,32.99
14,early,clarity,134.94
14,early,ring_of_regen,44.33
14,early,blood_grenade,69.3
14,early,tranquil_boots,43.16
14,early,ward_observer,143.42
14,early,boots,87.48
14,early,infused_raindrop,12.13
14,early,tango,19.43
14,early,magic_stick,55.08
14,early,branches,38.59
14,early,magic_wand,42.44
14,early,ring_of_basilius,20.6
14,early,arcane_boots,18.51
14,early,void_stone,31.03
14,early,bracer,41.13
14,early,blades_of_attack,26.01
14,early,phase_boots,25.75
14,early,point_booster,6.58
14,early,ogre_axe,13.49
14,early,blade_of_alacrity,2.61
14,early,broadsword,2.48
14,early,circlet,21.45
14,early,enchanted_mango,36.7
14,early,helm_of_iron_will,1.3
14,early,crown,0.91
14,early,veil_of_discord,0.59
14,early,staff_of_wizardry,5.28
14,early,ring_of_health,4.5
14,early,vitality_booster,5.67
14,early,vanguard,4.17
14,early,dust,9.71
14,early,flask,10.5
14,early,bottle,4.63
14,early,gauntlets,15.65
14,early,cloak,4.43
14,early,headdress,0.72
14,early,energy_booster,17.08
14,early,slippers,0.2
14,early,wraith_band,0.2
14,early,soul_ring,3.39
14,early,aether_lens,3.06
14,early,quelling_blade,1.3
14,early,blink,2.54
14,early,ring_of_tarrasque,0.2
14,early,gloves,2.02
14,early,hand_of_midas,0.33
14,early,belt_of_strength,1.83
14,early,power_treads,1.5
14,early,mantle,1.04
14,early,null_talisman,1.11
14,early,ultimate_scepter,0.13
14,early,blade_mail,0.78
14,early,faerie_fire,1.24
14,early,platemail,0.2
14,early,shadow_amulet,0.13
14,early,glimmer_cape,0.07
14,early,orb_of_corrosion,0.07
14,early,sange,0.07
14,early,spirit_vessel,0.26
14,early,great_famango,0.52
14,early,eternal_shroud,0.2
14,early,rod_of_atos,0.07
14,early,pavise,0.2
14,early,robe,0.2
14,early,ancient_janggo,0.07
14,early,ghost,0.07
14,early,blitz_knuckles,0.07
14,early,oblivion_staff,0.07
14,early,buckler,0.07
14,mid,broadsword,10.82
14,mid,blade_mail,10.95
14,mid,void_stone,36.18
14,mid,ward_sentry,342.89
14,mid,energy_booster,46.35
14,mid,aether_lens,54.89
14,mid,fluffy_hat,11.47
14,mid,staff_of_wizardry,32.46
14,mid,force_staff,6.78
14,mid,chainmail,11.67
14,mid,phase_boots,1.69
14,mid,blades_of_attack,1.89
14,mid,wind_lace,7.04
14,mid,smoke_of_deceit,85.59
14,mid,ward_observer,229.01
14,mid,vitality_booster,15.84
14,mid,spirit_vessel,4.11
14,mid,ghost,8.21
14,mid,ethereal_blade,0.98
14,mid,dust,50.26
14,mid,blink,48.5
14,mid,tpscroll,80.12
14,mid,ultimate_scepter,21.64
14,mid,platemail,9.52
14,mid,helm_of_iron_will,12.97
14,mid,crown,10.82
14,mid,veil_of_discord,9.78
14,mid,shivas_guard,5.41
14,mid,branches,13.36
14,mid,magic_wand,10.37
14,mid,point_booster,18.51
14,mid,ogre_axe,26.4
14,mid,blade_of_alacrity,20.4
14,mid,reaver,1.11
14,mid,overwhelming_blink,0.2
14,mid,cloak,13.62
14,mid,eternal_shroud,5.67
14,mid,voodoo_mask,3.32
14,mid,ring_of_health,4.37
14,mid,pers,1.83
14,mid,lotus_orb,1.24
14,mid,magic_stick,4.63
14,mid,blood_grenade,12.58
14,mid,sobi_mask,2.41
14,mid,ring_of_protection,3.19
14,mid,urn_of_shadows,2.61
14,mid,belt_of_strength,3.0
14,mid,sange,1.37
14,mid,talisman_of_evasion,0.65
14,mid,heavens_halberd,0.46
14,mid,infused_raindrop,1.69
14,mid,aghanims_shard,34.49
14,mid,clarity,19.49
14,mid,great_famango,10.1
14,mid,mithril_hammer,5.67
14,mid,black_king_bar,5.08
14,mid,ring_of_tarrasque,4.69
14,mid,pipe,3.52
14,mid,crimson_guard,2.93
14,mid,cyclone,1.69
14,mid,lifesteal,0.39
14,mid,mask_of_madness,0.26
14,mid,echo_sabre,0.07
14,mid,robe,2.09
14,mid,kaya,0.78
14,mid,kaya_and_sange,0.46
14,mid,flask,2.22
14,mid,ring_of_regen,6.19
14,mid,headdress,4.56
14,mid,ancient_janggo,1.24
14,mid,tranquil_boots,1.69
14,mid,vanguard,2.87
14,mid,tiara_of_selemene,0.2
14,mid,cornucopia,0.26
14,mid,refresher,0.07
14,mid,boots,1.11
14,mid,diadem,0.85
14,mid,soul_booster,1.63
14,mid,bloodstone,1.5
14,mid,dagon,0.52
14,mid,relic,0.2
14,mid,radiance,0.2
14,mid,bracer,3.19
14,mid,shadow_amulet,4.24
14,mid,glimmer_cape,3.59
14,mid,mekansm,0.72
14,mid,dagon_2,0.2
14,mid,dagon_3,0.13
14,mid,tango,0.78
14,mid,rod_of_atos,2.02
14,mid,faerie_fire,0.2
14,mid,heart,0.59
14,mid,gem,0.98
14,mid,meteor_hammer,0.26
14,mid,buckler,0.52
14,mid,vladmir,0.13
14,mid,greater_famango,0.78
14,mid,boots_of_bearing,0.46
14,mid,enchanted_mango,6.45
14,mid,mantle,0.13
14,mid,quelling_blade,0.13
14,mid,pavise,0.65
14,mid,solar_crest,0.78
14,mid,circlet,3.0
14,mid,gauntlets,2.87
14,mid,boots_of_elves,0.39
14,mid,yasha,0.26
14,mid,yasha_and_kaya,0.07
14,mid,gloves,0.98
14,mid,armlet,0.13
14,mid,hand_of_midas,0.46
14,mid,guardian_greaves,0.13
14,mid,arcane_boots,1.63
14,mid,sange_and_yasha,0.13
14,mid,ring_of_basilius,0.85
14,mid,mystic_staff,0.13
14,mid,power_treads,0.39
14,mid,soul_ring,0.33
14,mid,slippers,0.07
14,mid,wraith_band,0.07
14,mid,octarine_core,0.07
14,mid,javelin,0.07
14,mid,blitz_knuckles,0.2
14,mid,invis_sword,0.07
14,mid,demon_edge,0.07
14,mid,silver_edge,0.07
14,mid,orb_of_venom,0.07
14,mid,orb_of_corrosion,0.07
14,mid,dagon_4,0.07
14,mid,oblivion_staff,0.13
14,mid,orchid,0.13
14,mid,dragon_lance,0.07
14,mid,claymore,0.07
14,mid,lesser_crit,0.07
14,mid,falcon_blade,0.07
14,mid,mage_slayer,0.07
14,mid,travel_boots,0.26
14,mid,hyperstone,0.07
14,late,ward_observer,13.17
14,late,ward_sentry,20.86
14,late,dust,3.85
14,late,void_stone,2.15
14,late,energy_booster,1.56
14,late,aether_lens,0.85
14,late,clarity,0.52
14,late,smoke_of_deceit,3.39
14,late,aghanims_shard,1.43
14,late,magic_stick,0.07
14,late,branches,0.13
14,late,magic_wand,0.07
14,late,ghost,1.37
14,late,vitality_booster,0.39
14,late,soul_booster,0.33
14,late,point_booster,0.85
14,late,voodoo_mask,0.07
14,late,bloodstone,0.13
14,late,ring_of_tarrasque,0.78
14,late,heart,0.13
14,late,reaver,0.59
14,late,ogre_axe,1.37
14,late,mithril_hammer,0.72
14,late,black_king_bar,0.78
14,late,staff_of_wizardry,1.56
14,late,fluffy_hat,0.91
14,late,force_staff,1.17
14,late,cloak,0.59
14,late,ring_of_regen,0.39
14,late,headdress,0.33
14,late,tpscroll,4.95
14,late,ring_of_protection,0.2
14,late,buckler,0.13
14,late,sobi_mask,0.13
14,late,ring_of_basilius,0.13
14,late,lifesteal,0.39
14,late,vladmir,0.07
14,late,blades_of_attack,0.13
14,late,great_famango,0.91
14,late,belt_of_strength,0.26
14,late,robe,0.2
14,late,wind_lace,0.33
14,late,ancient_janggo,0.07
14,late,mystic_staff,0.13
14,late,arcane_blink,0.07
14,late,overwhelming_blink,0.46
14,late,mask_of_madness,0.26
14,late,broadsword,0.33
14,late,ethereal_blade,0.85
14,late,blade_of_alacrity,0.33
14,late,ultimate_scepter,0.39
14,late,blink,1.17
14,late,eternal_shroud,0.13
14,late,ultimate_scepter_2,0.33
14,late,kaya,0.13
14,late,kaya_and_sange,0.13
14,late,ring_of_health,0.91
14,late,pers,0.78
14,late,platemail,1.11
14,late,lotus_orb,0.52
14,late,cornucopia,0.33
14,late,refresher,0.33
14,late,tiara_of_selemene,0.52
14,late,pipe,0.33
14,late,helm_of_iron_will,0.72
14,late,crown,0.65
14,late,veil_of_discord,0.59
14,late,shivas_guard,0.46
14,late,sphere,0.2
14,late,ultimate_orb,0.2
14,late,quelling_blade,0.07
14,late,gem,0.85
14,late,talisman_of_evasion,0.07
14,late,heavens_halberd,0.07
14,late,boots,0.2
14,late,tranquil_boots,0.07
14,late,greater_famango,0.26
14,late,enchanted_mango,1.04
14,late,octarine_core,0.13
14,late,shadow_amulet,0.13
14,late,glimmer_cape,0.2
14,late,pavise,0.07
14,late,solar_crest,0.07
14,late,blood_grenade,0.26
14,late,cyclone,0.2
14,late,sange,0.13
14,late,spirit_vessel,0.07
14,late,vanguard,0.13
14,late,crimson_guard,0.07
14,late,blade_mail,0.13
14,late,faerie_fire,0.07
14,late,flask,0.07
14,late,sheepstick,0.13
14,late,gauntlets,0.07
